RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,24.80
3,AMERICANO,6.00,16.80
4,CAPPUCCINO,10.00,32.00
5,LATTE,10.00,32.00
8,OWN CUP,3.00,4.80
12,HOT CHOCOLATE,1.00,3.55
17,BABYCINO,1.00,0.00
18,LEMONGRASS,1.00,2.95
23,MISC DRINK,1.00,5.90
26,TRUFFLE MUSHROOMS,2.00,19.00
27,GF CAKE,0.00,0.00
38,ENGLISH BREAKFAST,2.00,5.90
54,SPARKLING WATER,1.00,3.00
63,CHAI LATTE,1.00,3.55
67,FRY,0.00,0.00
70,VEGAN FRY,1.00,13.50
73,NO CREAM,1.00,0.00
76,PORK WAFFLES,2.00,28.00
77,TURKISH EGGS,3.00,25.50
87,BREAKFAST BOWL,2.00,24.00
98,FRIES,1.00,3.00
100,TOAST,1.00,4.50
101,ESPRESSO MARMALADE,1.00,0.00
113,EXTRA EGG,2.00,3.00
132,T/A ,2.00,0.00
139,COCONUT MILK,1.00,0.00
145,KIDS BACON & BEANS,1.00,5.50
163,CAKE SLICE,4.00,14.00
165,DOUGHNUTS,0.00,0.00
168,COOKIE,0.00,0.00
232,BAC & SAUS BAP,2.00,14.00
252,MILL TOWN 220,1.00,6.95
253,CAMPBELL STREET 220,1.00,6.95
259,SWISS DECAF 220,1.00,6.95
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,13.00,0.00
902,DECAF,3.00,0.00
905,BLACK,5.00,0.00
906,HOT MILK,1.00,0.00
920,POACHED,2.00,0.00
962,GLUTEN FREE,1.00,0.00
967,DAIRY ALLERGY,1.00,0.00

