RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,7.00,18.60
3,AMERICANO,7.00,15.40
4,CAPPUCCINO,8.00,24.00
5,LATTE,6.00,16.00
12,HOT CHOCOLATE,2.00,7.10
22,EARL GREY,1.00,2.95
24,MISC FOOD,1.00,2.50
26,TRUFFLE MUSHROOMS,5.00,47.50
27,GF CAKE,3.00,10.50
34,ICED BLACK,0.00,-3.30
45,LEMONY LEMONADE ,1.00,2.90
70,VEGAN FRY,1.00,13.50
73,NO CREAM,2.00,0.00
76,PORK WAFFLES,1.00,14.00
77,TURKISH EGGS,3.00,25.50
84,WEARE KOMBUCHA,5.00,18.50
87,BREAKFAST BOWL,2.00,24.00
91,TRUFFLED FRIES,2.00,10.00
98,FRIES,2.00,0.00
100,TOAST,2.00,9.00
104,SAUSAGE ROLL,3.00,24.00
113,EXTRA EGG,3.00,4.50
120,EXTRA SAUSAGE,1.00,2.00
132,T/A ,1.00,0.00
163,CAKE SLICE,12.00,42.00
232,BAC & SAUS BAP,5.00,28.00
257,COSTA RICA 220,2.00,15.80
259,SWISS DECAF 220,1.00,6.95
261,MILL TOWN 1KG,1.00,26.80
265,ETHIOPIAN 1KG,1.00,37.50
341, ICED LATTE,1.00,3.70
342, KALE KICK,4.00,18.40
343,COCO LOCO ,4.00,18.40
348,EXTRA AVOCADO,1.00,1.50
402, �3.50 BREAD,1.00,3.50
403, �4.00 BREAD,1.00,4.00
901,OAT MILK,12.00,0.00
902,DECAF,10.00,0.00
904,EXTRA HOT,2.00,0.00
906,HOT MILK,4.00,0.00
908,COLD MILK,3.00,0.00
920,POACHED,3.00,0.00
927,JAM,1.00,0.00
930,JUST BUTTER,1.00,0.00
960, TIPS,1.00,2.80
962,GLUTEN FREE,1.00,0.00
967,DAIRY ALLERGY,1.00,0.00

