RECORD,NAME,QUANTITY,VALUE
1,FLAT WHITE,8.00,23.60
3,AMERICANO,5.00,13.00
4,CAPPUCCINO,7.00,21.35
5,LATTE,5.00,15.75
8,OWN CUP,6.00,14.16
12,HOT CHOCOLATE,1.00,3.55
23,MISC DRINK,1.00,1.75
24,MISC FOOD,1.00,4.00
27,GF CAKE,4.00,13.00
29,KIDS GRANOLA,1.00,4.95
38,ENGLISH BREAKFAST,2.00,5.90
56,CAW APPLE/PEAR,1.00,1.60
62,MOCHA,3.00,10.65
67,FRY,1.00,12.00
72,CREAM,1.00,0.40
76,PORK WAFFLES,1.00,9.95
83,COCONUT WAFFLES,1.00,11.00
100,TOAST,3.00,12.00
103,GINGER MARMALADE,1.00,0.00
132,T/A ,1.00,0.00
144,KIDS WAFFLES,1.00,4.95
145,KIDS BACON & BEANS,1.00,4.95
163,CAKE SLICE,9.00,26.70
165,DOUGHNUTS,1.00,4.00
251,ALTITUDE 220,1.00,6.95
252,MILL TOWN 220,1.00,6.95
254,RWANDA 220,0.00,0.00
255,HONDURAS 220,0.00,0.00
256,ETHIOPIAN 220,1.00,9.10
257,COSTA RICA 220,0.00,0.00
342, KALE KICK,1.00,4.60
345,VANILLA MILKSHAKE ,1.00,4.10
403, �4.00 BREAD,2.00,8.00
901,OAT MILK,3.00,0.00
902,DECAF,5.00,0.00
903,WEAK,1.00,0.00
904,EXTRA HOT,1.00,0.00
905,BLACK,1.00,0.00
906,HOT MILK,3.00,0.00
908,COLD MILK,1.00,0.00
927,JAM,2.00,0.00
962,GLUTEN FREE,1.00,0.00

